Timestamp,Goal x,Goal y,Goal z,Goal roll,Goal pitch,Goal yaw,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,measurement_temperature,measurement_x,measurement_std_x,measurement_y,measurement_std_y,measurement_z,measurement_std_z,measurement_rx,measurement_std_rx,measurement_ry,measurement_std_ry,measurement_rz,measurement_std_rz,Formatted_Timestamp,error_x,error_y,error_z,position_error,error_roll,error_pitch,error_yaw,orientation_error,temp_deviation
20201100000000.0,0.1,-0.4,0.8,3.14159,1.5708,1.74533,-2.14162,-0.327657,-2.13346,-0.680531,-0.826249,-0.000789467,21.99250031,282.49448,0.011534,-3239.5794,0.0083711,-426.10735,0.0077148,-90.239717,0.0026898,-30.028006,0.00071255,-90.431674,0.0016734,,182.49448,-2839.5794,-1226.10735,3098.3632191624747,-270.2395649605043,-120.02821645914972,-190.43171685756798,351.7107248886904,-0.05493311036789095
20201100000000.0,0.1,-0.4,0.8,3.14159,1.5708,1.74533,-2.14141,-2.33961,2.13343,-2.93517,-0.826465,-0.000909154,21.99250031,282.59798,0.0080641,-3242.1787,0.015706,-424.9161,0.010559,-90.095354,0.0038193,-30.001986,0.0016481,-90.233303,0.0052668,,182.59798,-2842.1787,-1224.9161,3100.280831968772,-270.0952019605043,-120.00219645914972,-190.233345857568,351.4835289928549,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,2.96706,1.5708,1.5708,-2.66947,-0.345474,-2.13866,-0.657355,-0.298163,-0.000849072,21.99250031,377.31426,0.0055279,-3205.2125,0.0041293,-425.9934,0.005925,-90.296126,0.0012152,-29.948112,0.0011114,-90.420636,0.0032999,,377.31426,-2805.2125,-1225.9934,3084.5815012411585,-260.29614156208606,-119.94832245914971,-180.42084645914971,338.6640860940377,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,2.96706,1.5708,1.5708,-2.6695,-2.36216,2.13865,-2.91793,-0.298247,-0.000837151,21.99250031,375.96231,0.0055776,-3207.5893,0.0059904,-424.58388,0.0062605,-90.096339,0.0049486,-29.919322,0.0035485,-90.28153,0.003525,,375.96231,-2807.5893,-1224.5838800000001,3086.0186349357778,-260.09635456208605,-119.9195324591497,-180.28174045914972,338.42623105292483,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.39626,1.5708,-2.51785,-0.44928,-2.07541,-0.323901,-0.645366,-0.237267,21.99250031,374.26035,0.017617,-3206.4431,0.021013,-423.03222,0.0074447,-100.8421,0.0027958,-19.638342,0.0050124,-94.045531,0.0027487,,374.26035,-2806.4431,-1223.03222,3084.153286443114,-280.8419479605043,-99.63814710293633,-184.04574145914972,350.24676307084576,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.39626,1.5708,-2.51789,-2.41124,2.0754,-2.51301,-0.645294,-0.237219,21.99250031,373.55141,0.0079437,-3208.4258,0.0093514,-422.50734,0.0088074,-100.73517,0.0013001,-19.654753,0.0021436,-93.852685,0.001303,,373.55141,-2808.4258,-1222.50734,3085.663676808039,-280.7350179605043,-99.65455810293632,-183.8528954591497,350.0643775488863,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.74533,1.5708,-2.51786,-0.26509,-2.18115,-0.98819,-0.645331,0.235674,21.99250031,374.24093,0.0042397,-3206.1998,0.0031125,-428.70493,0.0040959,-79.58145,0.0020844,-19.737589,0.0015146,-86.790258,0.0023481,,374.24093,-2806.1998,-1228.7049299999999,3086.1836296976253,-259.5812979605043,-119.73763185756798,-176.7904684591497,336.11667687236854,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.74533,1.5708,-2.51784,-2.31765,2.18112,-3.29782,-0.645355,0.235722,21.99250031,373.40292,0.00738,-3208.7664,0.0064878,-427.07469,0.0039947,-79.387831,0.0023618,-19.680397,0.0018176,-86.687465,0.0015943,,373.40292,-2808.7664,-1227.07469,3087.767919593712,-259.38767896050433,-119.68043985756798,-176.68767545914972,335.89270658973294,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.5708,1.39626,-2.326,-0.345174,-2.13852,-0.657679,-0.991221,-0.000849072,21.99250031,371.62871,0.030722,-3207.137,0.030304,-425.7425,0.016875,-90.127664,0.0036113,-9.9871023,0.0014749,-90.340213,0.0074092,,371.62871,-2807.137,-1225.7425,3085.5422069988795,-270.1275119605043,-99.98731275914972,-170.3400181029363,334.63720235215493,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.5708,1.39626,-2.32597,-2.36173,2.13855,-2.91831,-0.991197,-0.000849072,21.99250031,371.23171,0.012596,-3209.796,0.0025593,-424.63043,0.0040322,-90.024207,0.0010503,-9.9580437,0.00081488,-90.176931,0.0045644,,371.23171,-2809.796,-1224.63043,3087.472466955375,-270.0240549605043,-99.95825415914972,-170.17673610293633,334.4619026772811,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.5708,1.74533,-2.66948,-0.34545,-2.13866,-0.657403,-0.298139,-0.00082523,21.99250031,377.2855,0.0096168,-3205.2441,0.011893,-425.97418,0.0050257,-90.295738,0.0017636,-29.947473,0.0013325,-90.421803,0.0033758,,377.2855,-2805.2441,-1225.97418,3084.599082396565,-270.2955859605043,-119.94768345914972,-190.42184585756797,351.72095464551455,-0.05493311036789095
20201100000000.0,2.78e-17,-0.4,0.8,3.14159,1.5708,1.74533,-2.66947,-2.36213,2.13868,-2.91789,-0.298235,-0.000849072,21.99250031,375.97453,0.0085926,-3207.5858,0.0045645,-424.58882,0.0064558,-90.09779,0.0034982,-29.918759,0.0037086,-90.281368,0.0036323,,375.97453,-2807.5858,-1224.58882,3086.0188997540754,-270.0976379605043,-119.91896945914971,-190.28141085756798,351.4830132252976,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,2.96706,1.5708,1.5708,-2.90109,-0.26383,-2.11021,-0.767576,-0.0667236,-0.000801388,21.99250031,471.09436,0.0092759,-3171.3097,0.005339,-425.797,0.0021365,-90.307079,0.0013109,-30.008366,0.000846,-90.404627,0.0028144,,571.09436,-2771.3097,-1225.797,3083.647921950056,-260.30709456208604,-120.00857645914971,-180.40483745914972,338.68532191662604,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,2.96706,1.5708,1.5708,-2.90117,-2.256,2.11025,-2.99599,-0.0666035,-0.000490014,21.99250031,470.02148,0.0075269,-3172.7707,0.0014585,-424.54901,0.0034711,-90.111712,0.0018456,-29.973471,0.0039261,-90.226634,0.0043905,,570.02148,-2772.7707,-1224.54901,3084.266869181696,-260.11172756208606,-119.97368145914972,-180.22684445914973,338.42799902179627,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,3.14159,1.39626,1.5708,-2.84531,-0.446485,-2.04972,-0.103052,-0.343314,-0.517048,21.99250031,468.66252,0.019586,-3172.2631,0.011157,-422.83848,0.018258,-100.88928,0.0047132,-19.613192,0.0027285,-94.033279,0.0064351,,568.66252,-2772.2631,-1222.83848,3082.8807478465774,-280.8891279605043,-99.61299710293632,-184.0334894591497,350.2710045675393,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,3.14159,1.39626,1.5708,-2.84545,-2.38611,2.04972,-2.26292,-0.34329,-0.517108,21.99250031,467.14213,0.014442,-3174.0272,0.0048789,-422.27114,0.0064338,-100.734,0.0018599,-19.630042,0.0024514,-93.860667,0.0068465,,567.14213,-2774.0272,-1222.27114,3083.9623606065097,-280.7338479605043,-99.62984710293632,-183.86087745914972,350.06059773204197,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,3.14159,1.74533,1.5708,-2.84532,-0.191908,-2.12069,-1.37122,-0.343277,0.515482,21.99250031,468.41441,0.016456,-3172.3152,0.0056145,-428.43879,0.0073454,-79.540154,0.0020988,-19.708872,0.0027718,-86.731278,0.0064109,,568.41441,-2772.3152,-1228.43879,3085.1075135922497,-259.5400019605043,-119.70891485756798,-176.73148845914972,336.0435327855925,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,3.14159,1.74533,1.5708,-2.8454,-2.19315,2.12067,-3.61176,-0.343206,0.515673,21.99250031,467.59031,0.020088,-3173.7589,0.0068043,-426.99658,0.0054316,-79.400242,0.0020838,-19.624678,0.0018071,-86.555239,0.0032528,,567.59031,-2773.7589,-1226.99658,3085.6794717965768,-259.4000899605043,-119.62472085756798,-176.5554494591497,335.8129051205316,-0.05493311036789095
20201100000000.0,-0.1,-0.4,0.8,3.14159,1.5708,1.39626,-2.76538,-0.327753,-2.13354,-0.680423,-0.551446,-0.000873391,21.99250031,466.04831,0.022199,-3173.0488,0.0048706,-425.64755,0.0074855,-90.174029,0.002325,-9.9829249,0.0017057,-90.32402,0.0039713,,566.04831,-2773.0488,-1225.6475500000001,3084.2214987345346,-270.1738769605043,-99.98313535914971,-170.32382510293633,334.66514091821904,-0.05493311036789095
